review,rating,
"beli ini awalnya iseng krna habis belanja bulanan lewat depan guardian, mampir, lalu liat liat sebentar trus liat ini diskon. jadinya beli deh, cuman 21 ribu kayaknya. pas di pake wanginya itu agak gimana yaa gak ganggu kok tapi, suka suka aja sama wanginya, sejauh ini makenya dikit aja beenr beenr sebiji jagung udah bisa buat semuka. kulitku yang super minyakan pake ini lumayan bikin nambah cuman gak over lah. so far suka. baru 2 mingguan pakenya. repurchase? yess... of kourse, karna ini gak bikin aku jerawatan. secara mukaku super gabisa kena make up yang aneh aneh.",4,
"Sunscreen pertama dari nyoba skincare, sampe hari ini masih pake emina.Pas diaplikasiin ke muka ada sensasi cooling nya gitu,wanginya nga nyengat,dan cepet nyerepnya.Kadang aku pake without moisturizer ttep bagus"" aja.Tapi kadang"" kalo nga diset pake powder suka jd over oily di bagian t-zone pipi.Kalo diset paling hanya sedikit oil yg muncul,itupun hanya dibagian t-zone",5,
Kualitas lumayan bagus. Tekstur sun screen ini gel gitu dan berwarna putih. Cukup untuk memberi kelembaban dan cukup untuk menangkal sinar matahari saat beraktivitas di luar ruangan. Agak sedikit memberi kesan berminyak dan ga berlebihan. Harga sangat ramah di kantong.,4,
"produk ini bagus banget dan gak lengket apa lagi buat aku yg lebih sering beraktivitas di luar rumah,ini ngebantu banget buat jaga kulit ku dari sinar matahari dan harga juga sangat terjangkau dan gampang dicari nya aku suka banget sama produk ini",5,
"Aku dapet produk ini karena hadiah tryout, waktu sma 😂. Dikasih seperangkat produk emina, sayangnya sunscreennya ini di aku lengket, bikin muka tambah berminyak. Sukanya adalah dia enggak bikin bruntusan/ jerawat. Kalau dikasih produk ini lagi mau, tapi kalau beli sendiri nyoba yang lain dulu aja 😅",4,
"setelah nyoba sunscreen cosrx terus ke sunscreen emina, ternyata aku jauuuh lebih suka sama sunscreen emina ini. dia gampang ngeresap, gak bikin kulit lengket atau gatel di siang hari. dan yang paling penting itu gak bikin mata perih kalo ambil wudhu. bakalan beli lagi pokoknya❤️❤️❤️",5,
"sunblock yg lumayan bagus, soalnya gk terlalu minyakan dan cepat meresap, tpi aku gk tahan klo gk di set pakai bedak soalnya aku gk bisa pakai cream yg agak lengket gitu apalagi klo buat sekolah yg bnyk aktivitas dan olahraga pasti bnyk luntur, tpi bagus segitu mah buat yg kulitnya berminyak.",4,
"bagus sih bikin tahan lama ke make up, ngga terlalu bikin luntur si make up juga meskipun kena paparan sinar matahari enak juga di pake nya. harumnya ngga terlalu nyengat juga sih, dan bagus product.😎👏👍",5,
"Sejauh ini, sun protection ini yang bikin aku secinta ini, dipakenya ringan banget, ngga bikin jerawatan, ngga greasy pas di aplikasikan, bikin kulit jadi lebih lembab, dannnnn urusan harga cocoklah buat anak kuliahan :)",5,
"Secinta itu sama sunscreen ini yaampun,gangerti lagi deh. Jangan ragu buat coba produk yang satu ini omg😭untuk kulitku yang oily bagus banget si ini. Tapi mau coba sunscreen yg lain, rekomendasiin dong sunscreen untuk kulit yg oily?🙂",5,
"Nyobain sunscreen ini di wajah, eh ternyata gak cocok. Malah bikin semakin oily dan wajah makin kusem. Padahal wanginya enak wangi jeruk, agak menyengat sih. Aku pake sebelum meap, tapi setelah pake wajahku ya makinnn gelap berminyak huft.",2,
"secinta itu sma sunscreen nya eminaa, diaku ini cocok dan ya buat sehari hari lumayanlah, dan waktu itu juga aku kepantai pake sunscreen ini terus wajah ku ga rubah warna nya seneng banget, harganya juga murah lagii",4,
"Sunblock baguss banget. Enak banget dipake, enteng dan nyerap dengan sempurna. Pertama kali make rasanya ga akan cocok dengan kulitku karena terasa panas. Ternyata hasilnya malah ga bikin wajahku beruntusan atau jerawatan. Sunblock ini bantu banget buat ngilangin belang dan menghindari belang. Recommended banget lah pokoknha. harganya juga murmer banget buat mahasiswa.",4,
pake ini jadi bruntusan parah dan komedo jadi 2x lebih banyak. terus kalo pake foundation jadi keliatan tektur mukanya nimbul gitu terus juga muka jadi lebih berminyak juga terus agak lengket juga. habis itu sunscreen cuma dijadiin buat badan aja hehe,2,
Beli ini garagara sunscreen wardah lagi kosong terus ditawarin ini. Dipikir pikir lebih murah dan banyak ini dari si wardah yaudah cus beli. Dan ini lebih cair dari punya wardah. Ringan banget dipake enak pokoknya soalnya aku suka yg ringan ringan. Tp emang aku kalo pake sunscreen diwajah jadi gampang berminyak tp ga yg kayak kilang cuma dikit aja. Kemasannya juga imut imut. Over all suka sih,5,
"Pas dipake enteng banget, enakeun gituu. Gak bikin break out di kulit aku... Udah jadi andalan dan udah abis beberapa tube karena cocok dan harganya yang terjangkau bgt (jadi makenya ga irit2 gpp gitu wkwk).. pasti beli lagi sih ini.",5,
"Sunscreen yang murah makanya ku beli karna sebelumnya pake yg wardah tp malah jadi kusem gitu. Eh ternyata pake ini juga sama aja kusem tp sampe sekarang masih pake😂 nge blend nya enak si nggak kaya wardah dan lebih cepet kering, tp yaitu bikin mukaku jadi kusem bgt bgt🙂",3,
"Sunscreen pertama aku, beli ini karena keracunan beauty blogger. Pertama kali coba, enak dan gampang di bland, tapi di aku ga cocok sama sekali, di muka rasanya gatal dan langsung timbul jerawat dong. Repurchase? NO",1,
"pertama kali pake suncreen, berharap cocok karna murah tp ternyata nggak, keringnya lama bgt, dan lengket jd gak nyaman di muka dan bikin lama makeup, bikin kusam dan cpt bgt berminyak jg sih pdhl muka ku combinasi;(",1,
Karena harga murah jadi iseng nyoba. Gak bikin oily parah cuman bikin komedo lebih subur 😔 udah gt aku ngerasa bikin tone foundie turun drastis jd kyk kusem gt malahan. Teksturenya bagus padahal gampang bgt diblend,3,
sun screen pertama aku. tapi aku ngerasa kurang cocok aja sama yang ini soalnya bikin kulit aku banyak bruntusan sama jerawat gitu dan bikin kulit aku makin oily. jadinya sekarang aku udah ga pake lagi buat di muka. mungkin nanti aku bakal pakein di kulit hehe. repurchase ? noo,2,
"Berharap cocok sama produk ini:) Tapi ternyata semesta tidak mendukungg wkwk lebay dah. Ini bikin muka ku jadi oily dan kusam bgt bgt bgtt:(( Murah banget menurutku tapi ga cocok huhu:( Aku kira itu cuma pertama"" doang kaya gt tp krn jadi aneh gt muka sm leher beda jd aku berentiin",2,
"murah si murah but ga cocok di muka ku, bikin beruntusan,kusam,berminyak,dan munculah jerawat,hm kok warnanya kuning yaa aku pembelian botol pertama warnanya kuning ywdin Krn punya feeling maybe ss gw sering kepapar sinar matahari kali ya,eh beli lagi dong dan warnanya kuning.yg bener tuh warna kuning apa putih si?yg jelas ku sudah kapok dengan ss ini,sorry emina",2,
bagus di muka aku. gak bikin kusam. gak bikin breakout. malah jadi lembab. kulit aku padahal oily acne prone. cinta banget pokoknyaa. aplikasiinnya 2 ruas jari tengah dan telunjuk ya. kalo kurang dari itu kayak kurang oke aja,4,
"Produk Emina ini bagus banget. Cuma sayangnya bikin rada oily untuk kulitku (kombinasi). Walaupun bikin efek oily, begitu pakai foundation/BB cream gak gitu ganggu. Tapi mungkin buat yang oily skintype rada gak cocok",4,
"Nyobain ini karna murah dan kirain bakal cocok ternyata engga. Produk ini bikin beruntusan di daerah dahi, dan gatau kenapa mukaku makin berminyak setelah pake ini. Dan dia teksturnya agak terlalu thick jadi ngeblendnya agak susah .",1,
"Sunscreen pertamaku yang awal makenya bikin mukaku berminyak banget, tapi karena akhir akhir ini kulitku lagi kering aku suka pake ini karena ngelembapin banget. Dia juga gak bikin beruntusan jadi aku suka",4,
aku suka banget produk ini. wanginya cocok kayak fresh gitu dan di kulit ga lengket. ga bikin jerawatan juga dan ga bikin berminyak gitu. panas panasan tapi pipi aku ga perih sama sekali. spf 30 sudah ok lah,5,
"GAK BANGET SAMA SUNSCREEN INI HUHU. sunscreen termurah menurutku, diaku awalnya biasa aja ya. lama lama aku pake ini jdi bkin jerawatan kecil2, bikin muka kusem bgt dan bikin tambah oily diaku. teksturnya lengket, pas pke kayak ada rasa cekat cekit + panas dan susah menyerap. jadinya aku pake ini buat badan aja. repurchase? no",2,
wanginya sedikit menyengat menurut ku di kulit ku jadi bikin berminyak gitu harganya murah cocok yang lagi nyari sun screen dan spf nya juga udh cukup tapi sayangnya bau nya kurang cocok jadi ga ke pake,3,
"as always emina tu package nya cute2 gitu kan. dia tube ga gede ga kecil, tp awet sebulan lebih. harganya termasuk murah, teksturnya ga kentel ga cair, cepet meresap juga. trs wanginya kaya jasmine2 gitu sih mnurutku. dia ga bikin lengket, trs ga ninggalin whitecast juga. ada sensasi dingin2 pas di apply ke muka. dabest lah pokoknya!",4,
"rada love and hate sih sama sunscreennya emina. lovenya karena dia kasih efek glowing setelah dipake, cukup melembabkan juga, murah banget, gampang nyerep. hatenya dia nimbulin bruntusan di muka aku terus rada greasy gitu deh",3,
"Menurutku ini bagus, tapi ada kesan lengket sehabis pemakaian. Bau dari produknya sendiri kayak bau kelapa gitu hehe. Aku gak repurchase karena kulitku kombinasi tapi cenderung oily gitu di daerah T zone, jadi katanya kalo tipe kulit yg oily harusnya pake sunscreen yang SPF nya gak terlalu tinggi #cmiiw",4,
"Kalo dipake di porsi ideal sunscreen (1 tsp/ face+neck), bakal jadi lumayan berminyak, tapi bukan yang berminyak kotor gitu tapi berminyak biasa aja, masih bisa diatasin pake bedak atau kertas penyerap minyak. Kalo dipake di porsi orang indonesia yang pada pelit, bisa banget dijadiin base, mau di pake sebelum foundie atau langsung bedak, dua-duanya bakal ngasih efek yang lebih halus. Entah karena apa, tapi hasilnya keliatan bahkan kalo cuma ditimpa bedak bayi. School starterpack banget pokoknya.",5,
"Banyak yang nggak suka wanginya padahal menurutku wanginya enak banget! Nggak lengket dan sensasi ademnya terasa banger ketika dipakai di wajah, plus warna cairannya juga gemes (biru pastel!). Baru rutin pakai produk ini selama 3 minggu dan wajah nggak berubah warna atau terlihat lebih kusam karena aku merasa terlindungi. Repurchase? Yes!

",5,
"mau cobain ini karna banyak yg rekomendasikan. tekstur nya gel cream , bau nya segar(kaya bau timun(?)) , produknya cukup cepat meresap , tida ada whitecase nya, harganya juga cocok banget untuk kantong mahasiswa. rekomended untuk yg baru mau coba pakai sunscreen , minus nya sunscreen ini bikin muka jadi lebih berminyak+kusam setelah dipakai selama beberapa jam. alternatif nya mungkin bisa di set pakai bedak matte atau touch-up beberapa jam sekali . (jangan lupa re-apply sunscreen minimal 3 jamsekali yaaa). repurches? maybe.",4,
"sunscreen pertama kuuu. awalnya agak ragu soalnya sia itu sister brand-nya wardah, aku kurang cocok sama produk wardah jadi takutnya aku juga nggak cocok sama emina, ternyata alhamdulillah nggak ada efek negatif setelah pemakaian suscreen ini. wanginya enak wangi kelapa campur lemon gitu, ada sedikit cooling sensation pas awal pemakaian, nggak ninggalin white case juga. Repurchase? yes, karena affordable banget untuk sunscreen dg isi 60 ml",4,
"menurutku, ini lumayan bagus,affordable, tapiiii wangi nya menurutku kurang enak,terus pas aku pake kaya gimana gitu,kurang enak lah.. tapi kalo buat dirumah/indoor aja bolehlah, karena spf nya gaterlalu tinggi..😁",4,
"udah cocok banget sih sm ini, muka aku ga pernah belang lagi padahal aku ada di daerah panas. teksturnya ringan banget. ga ada bikin breakout sih, udh repurchase berkali kali... belum nemuin ss yang cocok lagi, tp ini recomen bngt buat yg lagi nyari ss yg ringan.",5,
"Ss pertama yg aku cobak dan ternyata cocok buat muka aku. Gaberasa kalo makek ss, ringan bgt ga bikin berminyak. dan meratakan warna kulit juga sih menurutku. untuk repurchase ? yess karna harga murah dan worth di aku",5,
"ini ss enak banget!!!!! ringan parah. baunya menurutku kayak susu kedelai (?) terus gak ada whitecast juga pas dipake dan murah! cinta banget banget banget. gatau udah berapa kali repurchase. cocok banget sama ss ini, gamau pindah ke ss lain pokoknya.💕",5,
"Ss ini teksturnya cream dan mudah diratakan, baunya mirip kulit jeruk rada puyeng si buatku tp bisa laah ditahan skeg udah kebal, saat diaplikasikan ada cool sensation, whitecast; lumayan butuh waktu utk nge-set di kulit jd sabar, kulitku kombinasi dan dia ngebantu nambah lembab di area U, finishnya dewy ya di kulitku (mungkin karena skincare sblmnya sdh moist), ngga oksidasi jd ngga bikin kusem kalo udah lama, tdk ada efek negatif di kulitku, tapiii kalo ditimpa bedak tabur peeling kalo kegesek tangan. Satu lagi dia affordable jd utk kedepannya akan repurchase.",5,
"Menurutku kualitasnya cukup bagus buat harga segitu. Teksturnya berupa krim, warnanya putih kekuningan (mungkin bisa disebut juga warna putih gading). Karena teksturnya krim, jadi ga kerasa berat diwajah.",4,
"sunscreen pertama aku. teksturnya kaya krim gitu deh, warnanya krem agak kekuningan. beli ini karna murah. tapi ternyata ss ini bikin kusam di aku. akhirnya aku jadiin ini buat di tangan sama kaki hehe.",4,
"Produknya cepet nyerep, pas pertama diaplikasiin ada sensasi ademnya. White cast ada, tapi tipis banget, setelah nyerep juga ilang. Rasanya ringan banget, tapi saking ringannya jadi nggak berasa make sunscreen. Gue selalu make dia ber-layer, either dipake tunggal (cuma 1 produk itu aja), atau jadi layer pertama sebelum ditimpa sunscreen lain. Kalo lg ga sempet pake moisturizer, sunscreen ini juga ga bikin muka tambah kering, justru ngasih efek (sedikiiit) moisturizing waktu pertama kali di-apply. Repurchase? Yes. Since terhitung affordable bgt dengan harga segitu dan isi plus tingkat SPF yang lumayan.",4,
"Awalnya blm tau beda pelembab sama sunscreen, trus aku cuma pake sunscreen aja, dan hasilnya ttp bikin kulit cukup lembab dikulitku yg kering. Dan setelah aku mulai pake pelembab yg bright stuff dari emina, jadi berasa lebih lembab, tapi gak terlalu berat di muka.",4,
"untuk kulit kering si ini bagus bngt,krna dia gk bkin kering,tpi klau dikulit yg berminyak kek nya bisa bikin kuliat nambah berminyak dan kusam soal nya tmn"" ku yg muka nya berminyak ngluh kek gitu smua abis pkek ini",3,
"Sebenernya ini sunscreen termurah yang pernah ada, tapi lama-lama bikin bruntusan. Padahal ini cepet nyerep dan ringan banget loh. Mubadzir deh kalo dibuang, kalo disimpen ya sayang. Repurchase? No way!",3,
"aku udah pake 2 tube, lumayan sih menurut aku ngelembapin + menjaga kulitku juga jadi kalo keluar panas2 muka ga ikut kepanasan dan ngaruh bgt buat bekas jerawat jadi memudar (karena dia terlindungi dr sinar matahari gitu jd gamakin item). minus nya dia bikin dekil bgtt huhu dan harus di set pake bedak sih kalo aku biar ga dekil dekil amat",4,
"ini aku ga beli tp nemu! wkwk td nya dikiraiin fach wash tau2nya sun screen trs penasaran akhirnya dicobaiin, dan enak si wajah jd seger gt, nyaman bgt, apalagi aku kan sering di luar ruangan ya, jd ngerasa terlindungi dr sinar uv sih, tp baunya aku kurang begitu suka aja gtw kenapa hehehe tp so far its good sih, good job emina!!",4,
"kulitku sensitif banget dan gampang muncul milia di wajah kalo ga cocok, terutama biasanya produk yang terlalu lembab dan mengandung minyak. produk ini salah satu yg bikin miliaku tambah banyak :( padahal harganya murah banget dan sebenernya bagus juga. jd ya mungkin formulanya aja yg ga cocok di kulit wajahku. tp karena aku anaknya gamau rugi jd tetep aku pake untuk bagian leherku hehehe jd di wajah pake sunscreen lain. mungkin aku akan repurchase untuk digunain di leherku karena sunscreen yg cocok di wajahku harganya lebih mahal😢😂 #medit",3,
"Udah tube ke 3 aku! sesukaa itu ringan lembab protectnya bagus gabikin muka belang, pdhal lumayan sering aktivitas diluar sofaar suka bgt dan akan selalu repurchase lagi krna suka bgt sm finishnyaa ga nyesel beli trs!",5,
"my skin is combination oily malah lebih ke oily sih kayaknya. awalnya iseng cobacoba beli di guardian pas discount wkwk karna sebelumnya aku pake produk dari dokter, and surprisingly dia cocok bgt di kulit aku yg agak sensitive ini ga bikin jerawatan, bruntusan dan lainlain,,, kayaknya bakal repurchased terus sih:)))",5,
"aaaah sayang banget gak cocok di kulit wajahku, padahal baca baca review banyak banget yg cocok, di wajahku setelah pake sunscreen ini malah kelihatan kucel kusam sama bikin bruntusan di jidat lagi..",3,
"sunscreen pertama yg aku pake 😀 , so far gaada masalah seperti timbul jerawat / bruntusan di wajahku sih pas pake ss ini cuma pas habis di aplikasikan ke wajah rada bikin kusam gtu. tapi good lah ya ga mengganggu bgt si kusamnya masih wajar 👌. repurchase? yes 😽",4,
"Suka sih sm produk ini,cocok dipake anakku yg usia 13 thn.ga ada realsi knp2.kalo aku ini aku jadikan lotion badan kalo mo keluar kena matahari tp ga lama krn formulanya ringan,ga lengket dan ga ada residu kyk daki'an gitu setelahnya.murah meriah lagi.anakku bisa beli sendiri pake uang sakunya",5,
"Ini sunscreen pertama akuu. Aku sebenernya suka aja, dia ga bikin white case di aku, murah juga, ihhh parah sihh emang, bikin suka, but, unfortunately, kurang suka sama bau nya, jadinya agak annoying gitu sama wanginya :( padahal dia murah, enak, gabikin white case lagi :( ntar aku kalo udah lelah nyoba cari cari sunscreen, dan tetep gaada yang suka, mungkin bakal balik ke sunscreen ini. But, sementara, nope dulu deh, ehee.",4,
"Ini sunscreen favorit aku. Dari awal aku udah pake emina sun screen ini. Harganya affordable banget pas buat kantong pelajar. Jadi gada lagi alasan ga pake sunscreen ya.. Di aku dia ga bikin break out. Cuman sayangnya sunscreen ini kurang tahan minyak, 2 jam pemakaian minyak di hidung sudah mulai nampak. Oh iya harus hati-hati juga kalau pake sunscreen ini soalnya dia ada flashbacknya.",5,
"aku ga suka sama sunscreen ini, dia bikin muka berminyak banget dan bikin kusam juga. Terus suka muncul jerawat-jerawat gitu 1 atau 2 di muka. Terus teksturnya cair banget, makin lama makin cair gitu i don't kno kenapaaa sih",3,
baru pertama kali beli ini. hasilnya gak mengecewakan enak banget jadi lembab gak terlalu berat dan udahnya gak jadi berminyak juga. wanginya lumayan lah tapi kalo menurut aku kaya ada wangi kelapa gitu(?) wkwk entahlah 😂😂,5,
"tiba-tiba beli sunscreen ini karena menggantikan produk nya Wardah yang waktu itu habis. Menurutku diantara mereka berdua ngga ada perbedaan, tapi di emina ada rasa sejuk dingin pas dipakai, dan tekstur nya yang gel cream masih enak di blend",3,
"ini produk sun screen yang paling sering aku repurchase karena bener2 pas di kantong bgtt wkwk, tapii sebenernya not one of my favorite karena sering bgt diaa ninggalin white cast gitu dimuka aku, untuk teksturnya sih gampang nyerep, overall suka suka ajaa",4,
"Sunscreen emina ini aku beli di salah satu toko kosmetik dikotaku dengan harga 23ribu. Harganya cukup terjangkau, apalagi untuk pelajar seperti aku ya. Aku biasanya pake sebelum ke sekolah. Pas awal di usapkan di muka, emang keliatan abu2. Tapi kalo udah meresap, ya engga. Kalo aku pakenya agak banyak, bikin muka sangat berminyak. Jadi, mesti ditimpa pake bedak tabur. Perlindungan sunscreen ini cukup baik. Muka udah ga gampang belang lagi kalo pake ini. TAPI, ada 1 minusnya. Sunscreen ini periiiiih banget kalo kena mata. Kalo misal dalam keadaan pake sunscreen ini, terus langsung raup pake air/wudhu tanpa dibersihin dulu, pasti terasa perih banget dimata. Repurchase? Maybe.",4,
"tekstur yang diberikan adalah gel, gel pada saat pengaplikasian sangat lengket, reaksi pada gel sedikit membutuhkan waktu yang sedikit lama, memerlukan pengaplikasian produk sedikit lebih banyak untuk hasil yang sangat memuaskan. Untuk penggunaaan ini lebih baik digunakan 5-10menit sebelum beraktivitas.",4,
emina ini adalah sunscreen pertama aku aku pertama kali makai sunscreen ketika pertama kali aku masuk sma waktu aku smp kulit aku hitam bgt wkwk karena ngak pernah pakai sunscreen apapun belang bgt kulit aku waktu itu dan setelah aku pakai sunscreen terus mau kemana aja aku pakai sunscreen kemanapun aku pakai dan tiba tiba belang aku ilang seneng bgt dan aku bingung kok belangnya tiba tiba ngak ada eh aku shearcing ternyata sunscreen juga bisa menghilangkan belang dan aku cinta bgt sama eminaaa baunya juga aku sukak bgt harganya murah meriah bgt untuk kantong pelajar aku udah pakai tube yang ke 4 ni hihihi saking sukanyaaa lov bgt produk inii💖💖,5,
"Sunscreen pertama yang aku coba dan langsung secinta itu dong. Padahal kulit aku termasuk tipe kulit yang rewel. Salah beli produk, bisa-bisa langsung berminyak dan berjerawat. Pokoknya suka banget sama produk ini",5,
"sunscreen yg aku pake gara2 ada diskon 30% di guardian😁😁 di kulit kombinasi, sunscreennya ini lumayan lama meresapnya. kalo baru pake langsung di timpa bedak langsung crack dan gabisa nyatu di kulit aku🙄🙄 tapi kalo diberi jeda sekitar 2-3mnt gitu bisa buat makeup jadi flawless... dan aku pake ini bekas jerawat di jidat mulai memudar😍😍😍😍 pokoknya harus rutin kalo mau pake ini dah❤️❤️",4,
"sunscreen pertama aku dan nyaman banget di pakai , wanginya segar gitu, ngga berat dimuka , lumayan cepat juga nyerap nya , ngga bikin BO juga , nyaman banget dipakai pokoknya , mungkin bakal repurchase kalau udah habis",5,
"unexpectedly bakal cocok sama sunscreen ini ternyata aman-aman aja buat kulit gue yang.. as I always said ((write)) terlalu sensitif even acne prone skin. Tapi dia enak-enak aja dipakainya. Nggak thick bgt, nggak bikin greasy. Nyoba dia karena my sister pakai ini (kulit dia oily) dan fine juga. Harganya murah, mudah ditemukan di drugstore. Nggak berniat repurchase (beli juga belum wqwq) karena udah punya sunscreen andalan hehe",4,
"suncreen yang affordable yang aku punya nih 😅😅😅 kecintaan sampek repurchase berkali-kali. dia gak lengket, mudah meresap, gak ada abunya, waktu di apply itu adem rasanya di wajah ditambah lagi murceeeeeee 😍😍",5,
"gacocok untuk aku yg berminyak dan berjerawat. semakin oily di aku, terus ga terlalu berasa juga efeknya. teksturnya ringan banget sebenernya. pas udah dipake lama terus keringetan, kek luntur gitu dia nya :(((",4,
aku suka dia murceeee packaging nya juga yg gamakan tempat . tapi mau gimana lagi ga cocok dan cek percek muncul beruntusan. sedih bat. sejauh ini masih lebih suka sama sunprotectionnya Envy green .,3,
"Sunscreen pertama yg aku beli dan pake😅 pas lg liat” emina kepincut sama produk satu ini karena sunscreen itu katanya penting banget loh makanya aku beli, wangi, teksturnya cair pake nya dikit aja kalau banyak malah berminyak,gk bikin masalah yg aneh” di muka ku,pokoknya bagus sih! Luv💕",5,
"Sunscreen pertama kali yg aku pake dalam hidup haha, ringan, gak bikin berminyak di muka, cepat meresap dan bikin lembut wajah. Sejauh ini juga gal bikin timbul komedo, selalu re-apply kalo siang sehabis wudhu",5,
"siapa sih yg ga kenal sunscreen emina? di kalangan remaja nan misqueen ini pasti sunscreen udah hitz banget!! secara dari harga dan kualitas ok punya. sunscreen ini ga ninggalin white cast di kulit aku, ga bikin jadi tambah breakout, dan gatau ini sugesti atau gimana tapi sunscreen ini bantu nahan minyak di muka aku. super bagus banget!!",4,
iwuwjwhwbwhsbdbdbdhdiwjwbbehejeof this message and then we will enjoy it as a good idea for a small group file for the best way is a small amount you dont have been established to provide the universe and everything is a pretty decent price of the universe of the best of the best way is fine with me out but I will be enough to be nutup to the disclosure of this email and then the best of the disclosure to anyone who had to get the latest,3,
"Pertama pake ini suka sama teksturnya yg ringan, ga lengket dan lebih nyerep di kulit. Walaupun aku pake ini jadi muncul jerawat sih satu/dua, tapi yg bikin aku jatuh cinta, ternyata oil-absorb nya lebih bagus dibandingkan yg sunscreen gel Wardah. Repurchase? Liat dulu deh wajahku kedepannya gimana hehe.",4,
"Aku pribadi sih lebih suka sunscreen dari emina ini ketimbang yang wardah wkwk. Enak banget lohhh dipakenya ringan gitu dikulit, engga bikin kulitku bermasalah juga. I Love it! Pasti beli terus nih 😍😍😍",4,
"Ini sunscreeen yang bagus banget menurut aku dengan harga yang affordable💕💕💕❤️❤️❤️ Ringan banget dan mudah ngeresap ke kulit. Ga bikin breakout dan jerawatan, dan ga ada White cast nya jugaaa ❤️❤️❤️ Suka banget pokoknya. packagingnya juga praktis buat dibawa ke mana-mana. Harganya juga cuma 22K dan awet sampe 2 bulan. Repurchase absolutely yes!",5,
"Suka sama produk ini baunya enak sih menurut ku terus bkin glowing gtu, harganya murah lah pas dikantong mahasiswa, produk ini ringan, gak bikin komedoan juga apalagi sampai break out cocok lah di kulitku yang combi ini cuman gak suka nya tuh kalo udah kena air bikin perih di mata 😁",4,
Sunscreen favorit aku selain merek kakaknya ini. Teksturnya yang ringan dan tidak meninggalkan whitecase ini favorit banget di antara skincareku. Cepat menyerap dan berbau apa ya. semacam ada aloe vera dan kayak wangi bunga gitu. Packagingnya standart ya dengan tutup fliptop gitu jadi aman.,4,
"packagingnya baguss, cara keluarin produknya tinggal di pencet trs tutupnya jg ga bikin produk bleber2 deh. wanginya agak aneh gituu sih, tp buat aku gpp. tekstur produknya cair gitu, jd aku rasa gaperlu banyak2 bgt ambilnya buat semuka. pas udah diaplikasiin di muka, berasa bgt kayak pake sesuatu. terus agak lengket gt sih. jadi harus di diemin dulu bbrp menit biar enak gt di muka",3,
"baunya alkhohol banget, dan dia gak ngelembapin kulit aku ( emg bukan moisturizer sih ) emang kurang cocok sih kalo dipake di kulit kering kayak aku, soalnya dia oil control gitu, alhasil kalo di apply utk dry skin ya tambah kering.",3,
"love and hate sih pake ini. awal diaplikasiin bikin lembab, wanginya jg enak. bikin berminyak nya masih wajar di kulit ku. cuma gatau kenapa setelah beberapa jam pemakaian aku ngerasa make up ku jd kusam. masih mau ngabisin tube pertama dan mungkin nanti mau coba produk sunscreen lain :(",3,
"gak tau lagi mau ngomong apa, cepet nyerap, ringan, juga gak bikin komedoan, pokoknya bagus banget,NGET! oiya, ini bagus juga buat base make up, bikin bedak makin nempel, juga wajib banget pake ini sebelum panas2an, pokoknya top deh!",5,
"Awal beli karena baca review bagus bagus gitu. Dan harganya murah. Begitu di coba, lumayan bagus sih gak bikin kulitku minyakan dan gilap. Tapi aku pribadi kurang suka sama baunya. Agak gimana gitu. Wkwk",4,
"awalnya beli ini karena stock sunscreen dari klinik udh abis. pemakaian pertama aku ngerasa ini ringan, emg agak sedikit lengket tp gak ganggu sama sekali. oiya ada baunya sedikit, kaya bau milk cleanser viva yg lemon dan gak ada efek samping di muka aku yg cukup sensitif sampe akhirnya udah abis 2 pcs hehe",4,
"awal di pake berasa banget di kulit di tungguin nyerep trnyata ga beda jauh akhirnya aku set pake bedak biar ga mengkilap banget. baru aku pake sejam udah ga enak banget di muka berat dan buat kulit jadi kucel dan kusam. 2 jam di pake muka udah mulai nengkilap krn minyak, krn udah ga tahan muka berat bgt,kusam, minyakan akhirnya aku cuci muka. ke esokannya bruntusan muka nambah kesel, karna sayang masih banyak aku buat jadi sunscreen buat badan biar ga nyesel bgt beli ini",2,
"
sunscreen lama abis trs mau cari yg lebih murah tp ternyata ga cocok di aku langsung kelur jerawat mendem gitu gede gede. bete, tp kayaknya aku ga cocok ama kandungan fragrance mereka deh soalnya terlalu nyengat bgt bau nya gasuka huhuhu padahal murah",1,
"Hwaaa sunscreen emina ini Di kulit aku malah berminyak parah pas pemakaian 3-4jam rada bikin kusam juga ni sunscreen, baunya sih kurang enak tp ga terlalu ganggu. Karna jarang aku pake dimuka jadinya aku pake buat tangan dicampur lotion hehehe sayangg kan kalo gakepake samsek. untuk harga kisaran 30 ribu worth to try sih...",2,
Awal beli karna sunscreen sebelah lumayan mahal dan mau pindah ke emina ini. Tapi ternyata malah bikin kusam dan bruntusan. Baunya juga nyengat gak enak. Bikin pusing. Padahal lumayan murah untuk kantong pelajar :(,2,
